"state","sex","q10horseGP","race3m1","race3m2","weight"
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"Virginia","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.26470588235294
"Washington","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.67647058823529
"Missouri","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Delaware","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"Ohio","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.82352941176471
"New Jersey","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2
"Maryland","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Pennsylvania","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",3.58823529411765
"North Carolina","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.91176470588235
"Massachusetts","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"New Jersey","Male","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,1.79411764705882
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.55882352941176
"Wisconsin","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"California","Female","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,3.5
"Florida","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Michigan","Male","Trump/lean Trump","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.20588235294118
"South Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.79411764705882
"Pennsylvania","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.32352941176471
"Texas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.88235294117647
"North Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.41176470588235
"Minnesota","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.41176470588235
"New York","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.85294117647059
"Virginia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"Indiana","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.14705882352941
"New York","Male","Stein/lean Stein","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.29411764705882
"Tennessee","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.38235294117647
"Michigan","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.29411764705882
"New Jersey","Female","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2.11764705882353
"Maryland","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.38235294117647
"Arkansas","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"Louisiana","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.91176470588235
"Alabama","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.61764705882353
"California","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.76470588235294
"Washington","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.14705882352941
"Arizona","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.73529411764706
"Illinois","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.29411764705882
"Hawaii","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.76470588235294
"Arizona","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.73529411764706
"California","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.55882352941176
"Nevada","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Texas","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.35294117647059
"California","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.05882352941176
"Nevada","Male","Johnson/lean Johnson","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2.58823529411765
"Texas","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.35294117647059
"Louisiana","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"Texas","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.35294117647059
"Missouri","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.88235294117647
"Minnesota","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.26470588235294
"Texas","Female","Stein/lean Stein","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"Alabama","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Native American/American Indian/Alaska Native (VOL.)",5.14705882352941
"Illinois","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Texas","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.35294117647059
"Texas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.23529411764706
"Alabama","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2
"Hawaii","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.29411764705882
"Hawaii","Male","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,2.20588235294118
"Wisconsin","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Hawaii","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.41176470588235
"Hawaii","Male","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,1.88235294117647
"Hawaii","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.5
"Hawaii","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.08823529411765
"Missouri","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Hawaii","Female","Clinton/lean Clinton","Pacific Islander/Native Hawaiian (VOL.)",NA,4.32352941176471
"Nevada","Male","Johnson/lean Johnson","Native American/American Indian/Alaska Native (VOL.)",NA,3.23529411764706
"Hawaii","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.64705882352941
"Washington","Female","Clinton/lean Clinton","Don't know (VOL.)",NA,2.52941176470588
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.14705882352941
"California","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.55882352941176
"California","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Idaho","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.14705882352941
"Arizona","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.05882352941176
"California","Female","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,6.14705882352941
"Washington","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.94117647058824
"California","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"Oregon","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.29411764705882
"Oregon","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.97058823529412
"Washington","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.05882352941176
"California","Male","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,1.91176470588235
"Washington","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Nevada","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.73529411764706
"Nevada","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.05882352941176
"Arizona","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.26470588235294
"Oregon","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.76470588235294
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.20588235294118
"California","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.79411764705882
"California","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.35294117647059
"Arizona","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"Indiana","Female","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,5.23529411764706
"Michigan","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.41176470588235
"Georgia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.05882352941176
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"South Carolina","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.41176470588235
"New York","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.38235294117647
"New York","Female","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,5.58823529411765
"Missouri","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.08823529411765
"Kentucky","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.29411764705882
"Massachusetts","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.44117647058824
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.32352941176471
"Michigan","Male","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,1.64705882352941
"Illinois","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.47058823529412
"Illinois","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Florida","Female","DK-refused to lean","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.02941176470588
"South Carolina","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.76470588235294
"Minnesota","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.47058823529412
"Connecticut","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.44117647058823
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.11764705882353
"Illinois","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"Kansas","Male","Trump/lean Trump","Refused (e.g., non-race answers like American, Human, purple) (VOL.)",NA,3.64705882352941
"Ohio","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Florida","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.32352941176471
"Tennessee","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.26470588235294
"Texas","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.41176470588235
"Virginia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.47058823529412
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Minnesota","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Virginia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
